sc	st	en	id
ScOZjSD_3552	50167925	50195662	g32525
ScOZjSD_3552	50398085	50408715	g32526
ScOZjSD_3552	50418527	50419705	g32527
ScOZjSD_3552	50484393	50545815	g32528
ScOZjSD_3552	50573952	50574233	g32529
ScOZjSD_3552	50720320	50735038	g32530
ScOZjSD_3552	50887752	50888732	g32531
ScOZjSD_3552	50889006	50911887	g32532
ScOZjSD_3552	50915612	50916100	g32533
ScOZjSD_3552	51163085	51168667	g32534
ScOZjSD_3552	51210056	51228301	g32535
ScOZjSD_3552	51228928	51262450	g32536
ScOZjSD_3552	51343248	51358653	g32537
ScOZjSD_3552	51839095	51888575	g32538
ScOZjSD_3552	51937436	52021224	g32539
ScOZjSD_3552	52040991	52073461	g32540
ScOZjSD_3552	52096099	52129789	g32541
ScOZjSD_3552	52244969	52247143	g32542
ScOZjSD_3552	52402306	52410088	g32543
ScOZjSD_3552	52831738	52852966	g32544
ScOZjSD_3552	52856722	52873421	g32545
ScOZjSD_3552	53018284	53083430	g32546
ScOZjSD_3552	53132474	53224332	g32547
ScOZjSD_3552	53664113	53709893	g32548
ScOZjSD_3552	53718420	53767693	g32549
ScOZjSD_3552	53900897	53974834	g32550
ScOZjSD_3552	54003452	54143192	g32551
ScOZjSD_3552	54143500	54193936	g32552
ScOZjSD_3552	54261940	54262617	g32553
ScOZjSD_3552	54264816	54324077	g32554
ScOZjSD_3552	54341258	54341494	g32555
ScOZjSD_3552	54417412	54474332	g32556
ScOZjSD_3552	54519735	54684900	g32557
ScOZjSD_3552	54704184	54826746	g32558
ScOZjSD_3552	54836353	54846307	g32559
ScOZjSD_3552	54857103	54884528	g32560
ScOZjSD_3552	54890758	54954312	g32561
ScOZjSD_3552	55021005	55021349	g32562
ScOZjSD_3552	55041682	55135982	g32563
ScOZjSD_3552	55221660	55331673	g32564
ScOZjSD_3552	55343713	55399023	g32565
ScOZjSD_3552	55408074	55444766	g32566
ScOZjSD_3552	55489271	55505683	g32567
ScOZjSD_3552	55515710	55555158	g32568
ScOZjSD_3552	55698615	55706023	g32569
ScOZjSD_3552	55710508	55731758	g32570
ScOZjSD_3552	55733558	55769643	g32571
ScOZjSD_3552	55788060	55788299	g32572
ScOZjSD_3552	55788357	55789124	g32573
ScOZjSD_3552	55791931	55834480	g32574
ScOZjSD_3552	55911218	55918015	g32575
ScOZjSD_3552	55935175	56033101	g32576
ScOZjSD_3552	56037964	56072912	g32577
ScOZjSD_3552	56096434	56096715	g32578
ScOZjSD_3552	56098373	56140913	g32579
ScOZjSD_3552	56164214	56216791	g32580
ScOZjSD_3552	56226768	56339418	g32581
ScOZjSD_3552	56344622	56368916	g32582
ScOZjSD_3552	56370967	56371302	g32583
ScOZjSD_3552	56397219	56438899	g32584
ScOZjSD_3552	56576941	56595784	g32585
ScOZjSD_3552	56596126	56643630	g32586
ScOZjSD_3552	56648512	56754091	g32587
ScOZjSD_3552	56758737	56781353	g32588
ScOZjSD_3552	56832966	56877869	g32589
ScOZjSD_3552	56978972	56999070	g32590
ScOZjSD_3552	57004339	57004722	g32591
ScOZjSD_3552	57143492	57160411	g32592
ScOZjSD_3552	57208863	57227885	g32593
ScOZjSD_3552	57274521	57274878	g32594
ScOZjSD_3552	57357784	57373089	g32595
ScOZjSD_3552	57458392	57489879	g32596
ScOZjSD_3552	57644914	57683660	g32597
ScOZjSD_3552	57688840	57698811	g32598
ScOZjSD_3552	57702581	57702904	g32599
ScOZjSD_3552	57708551	57714608	g32600
ScOZjSD_3552	57719635	57736604	g32601
ScOZjSD_3552	57820715	57847955	g32602
ScOZjSD_3552	57849436	57909988	g32603
ScOZjSD_3552	57968233	57991406	g32604
ScOZjSD_3552	57998031	58035800	g32605
ScOZjSD_3552	58075357	58158388	g32606
ScOZjSD_3552	58180835	58214850	g32607
ScOZjSD_3552	58221205	58252875	g32608
ScOZjSD_3552	58253199	58410456	g32609
ScOZjSD_3552	58426596	58426873	g32610
ScOZjSD_3552	58448001	58488592	g32611
ScOZjSD_3552	58508462	58523091	g32612
ScOZjSD_3552	58609898	58614842	g32613
ScOZjSD_3552	58615472	58633069	g32614
ScOZjSD_3552	58636047	58636700	g32615
ScOZjSD_3552	58653072	58653272	g32616
ScOZjSD_3552	58732718	58733095	g32617
ScOZjSD_3552	58733769	58743194	g32618
ScOZjSD_3552	58748570	58823490	g32619
ScOZjSD_3552	58824500	58856331	g32620
ScOZjSD_3552	58857890	58869090	g32621
ScOZjSD_3552	58869525	58890070	g32622
ScOZjSD_3552	58920306	58931894	g32623
ScOZjSD_3552	58948372	58983478	g32624
ScOZjSD_3552	59018580	59099175	g32625
ScOZjSD_3552	59118942	59119334	g32626
ScOZjSD_3552	59145974	59209094	g32627
ScOZjSD_3552	59214133	59238948	g32628
ScOZjSD_3552	59241385	59250516	g32629
ScOZjSD_3552	59261572	59262084	g32630
ScOZjSD_3552	59298873	59310849	g32631
ScOZjSD_3552	59312970	59359516	g32632
ScOZjSD_3552	59396145	59438437	g32633
ScOZjSD_3552	59472101	59487330	g32634
ScOZjSD_3552	59517358	59530426	g32635
ScOZjSD_3552	59554307	59738275	g32636
ScOZjSD_3552	59759791	59806199	g32637
ScOZjSD_3552	59875774	59943827	g32638
ScOZjSD_3552	59945474	59962654	g32639
ScOZjSD_3552	59974230	59979279	g32640
ScOZjSD_3552	60060820	60077116	g32641
ScOZjSD_3552	60078112	60088479	g32642
ScOZjSD_3552	60117492	60117917	g32643
ScOZjSD_3552	60118192	60118557	g32644
ScOZjSD_3552	60121082	60135371	g32645
ScOZjSD_3552	60138320	60191010	g32646
ScOZjSD_3552	60192153	60247560	g32647
ScOZjSD_3552	60249708	60258683	g32648
ScOZjSD_3552	60269097	60269321	g32649
ScOZjSD_3552	60269979	60315103	g32650
ScOZjSD_3552	60321650	60355765	g32651
ScOZjSD_3552	60365244	60375118	g32652
ScOZjSD_3552	60381327	60389567	g32653
ScOZjSD_3552	60397543	60425471	g32654
ScOZjSD_3552	60434527	60480265	g32655
ScOZjSD_3552	60492101	60502206	g32656
ScOZjSD_3552	60525170	60530750	g32657
ScOZjSD_3552	60540041	60556774	g32658
ScOZjSD_3552	60559212	60564829	g32659
ScOZjSD_3552	60573641	60593702	g32660
ScOZjSD_3552	60598705	60642971	g32661
ScOZjSD_3552	60644618	60703322	g32662
ScOZjSD_3552	60703359	60712354	g32663
ScOZjSD_3552	60716137	60744075	g32664
ScOZjSD_3552	60752330	60764149	g32665
ScOZjSD_3552	60806395	60821327	g32666
ScOZjSD_3552	60825341	60846278	g32667
ScOZjSD_3552	60899056	60923923	g32668
ScOZjSD_3552	60931940	60955015	g32669
ScOZjSD_3552	61018562	61027966	g32670
ScOZjSD_3552	61040066	61041188	g32671
ScOZjSD_3552	61051497	61060128	g32672
ScOZjSD_3552	61095767	61096399	g32673
ScOZjSD_3552	61096759	61126178	g32674
ScOZjSD_3552	61139191	61188220	g32675
ScOZjSD_3552	61192526	61210884	g32676
ScOZjSD_3552	61289440	61320147	g32677
ScOZjSD_3552	61348757	61350330	g32678
ScOZjSD_3552	61353810	61391947	g32679
ScOZjSD_3552	61398198	61414853	g32680
ScOZjSD_3552	61442834	61443337	g32681
ScOZjSD_3552	61463971	61503605	g32682
ScOZjSD_3552	61505587	61510031	g32683
ScOZjSD_3552	61520057	61537267	g32684
ScOZjSD_3552	61541712	61553775	g32685
ScOZjSD_3552	61558858	61559193	g32686
ScOZjSD_3552	61567975	61573992	g32687
ScOZjSD_3552	61586439	61620963	g32688
ScOZjSD_3552	61628188	61675055	g32689
ScOZjSD_3552	61679348	61692580	g32690
ScOZjSD_3552	61766122	61777182	g32691
ScOZjSD_3552	61911984	61937676	g32692
ScOZjSD_3552	61958187	62037680	g32693
ScOZjSD_3552	62095776	62156956	g32694
ScOZjSD_3552	62175739	62190241	g32695
ScOZjSD_3552	62215245	62315587	g32696
ScOZjSD_3552	62403086	62480505	g32697
ScOZjSD_3552	62487685	62575926	g32698
ScOZjSD_3552	62625723	62652377	g32699
ScOZjSD_3552	62750481	62750985	g32700
ScOZjSD_3552	62890285	62974475	g32701
ScOZjSD_3552	62988708	63000797	g32702
ScOZjSD_3552	63106730	63138886	g32703
ScOZjSD_3552	63192643	63216946	g32704
ScOZjSD_3552	63224362	63225097	g32705
ScOZjSD_3552	63258048	63335420	g32706
ScOZjSD_3552	63349256	63349513	g32707
ScOZjSD_3552	63372795	63373292	g32708
ScOZjSD_3552	63383544	63406970	g32709
ScOZjSD_3552	63462868	63477420	g32710
ScOZjSD_3552	63503429	63536592	g32711
ScOZjSD_3552	63537281	63598459	g32712
ScOZjSD_3552	63623374	63632971	g32713
ScOZjSD_3552	63677181	63688619	g32714
ScOZjSD_3552	63734295	63734726	g32715
ScOZjSD_3552	63739099	63757560	g32716
ScOZjSD_3552	63780331	63844966	g32717
ScOZjSD_3552	63875214	63930981	g32718
ScOZjSD_3552	63999908	64021486	g32719
ScOZjSD_3552	64023043	64032059	g32720
ScOZjSD_3552	64054191	64079448	g32721
ScOZjSD_3552	64100028	64108429	g32722
ScOZjSD_3552	64120880	64129859	g32723
ScOZjSD_3552	64203892	64207676	g32724
ScOZjSD_3552	64208762	64253778	g32725
ScOZjSD_3552	64256460	64256768	g32726
ScOZjSD_3552	64294941	64342234	g32727
ScOZjSD_3552	64358881	64405586	g32728
ScOZjSD_3552	64421567	64465838	g32729
ScOZjSD_3552	64475298	64491275	g32730
ScOZjSD_3552	64496842	64517103	g32731
ScOZjSD_3552	64529125	64540239	g32732
ScOZjSD_3552	64544248	64562563	g32733
ScOZjSD_3552	64574740	64588129	g32734
ScOZjSD_3552	64596155	64608344	g32735
ScOZjSD_3552	64624639	64677397	g32736
ScOZjSD_3552	64682517	64740817	g32737
ScOZjSD_3552	64768993	64784785	g32738
ScOZjSD_3552	64785057	64863039	g32739
ScOZjSD_3552	64867323	64898103	g32740
ScOZjSD_3552	64909639	64922055	g32741
ScOZjSD_3552	64935134	64977112	g32742
ScOZjSD_3552	64984626	65003500	g32743
ScOZjSD_3552	65010255	65069211	g32744
ScOZjSD_3552	65075542	65091199	g32745
ScOZjSD_3552	65094210	65110197	g32746
ScOZjSD_3552	65115970	65145355	g32747
ScOZjSD_3553	15598	31571	g32748
ScOZjSD_3553	32167	33663	g32749
ScOZjSD_3553	37079	101229	g32750
ScOZjSD_3553	124460	125497	g32751
ScOZjSD_3553	128334	142118	g32752
ScOZjSD_3553	145744	155833	g32753
ScOZjSD_3553	156815	157294	g32754
ScOZjSD_3553	161364	182581	g32755
ScOZjSD_3553	185671	237392	g32756
ScOZjSD_3553	265253	327800	g32757
ScOZjSD_3553	363321	383158	g32758
ScOZjSD_3553	389633	400831	g32759
ScOZjSD_3553	416045	477788	g32760
ScOZjSD_3553	488123	516719	g32761
ScOZjSD_3553	520170	535179	g32762
ScOZjSD_3553	546731	558753	g32763
ScOZjSD_3553	564567	587893	g32764
ScOZjSD_3553	601362	601892	g32765
ScOZjSD_3553	612204	676477	g32766
ScOZjSD_3553	763170	785370	g32767
ScOZjSD_3553	818239	841320	g32768
ScOZjSD_3553	852531	852878	g32769
ScOZjSD_3553	921940	953443	g32770
ScOZjSD_3553	972968	976503	g32771
ScOZjSD_3553	1015480	1016640	g32772
ScOZjSD_3553	1020240	1028870	g32773
ScOZjSD_3553	1046999	1047202	g32774
ScOZjSD_3553	1051340	1082523	g32775
ScOZjSD_3553	1083718	1102765	g32776
ScOZjSD_3553	1107364	1123952	g32777
ScOZjSD_3553	1126752	1165130	g32778
ScOZjSD_3553	1252942	1311143	g32779
ScOZjSD_3553	1322150	1349444	g32780
ScOZjSD_3553	1349513	1363645	g32781
ScOZjSD_3553	1377393	1395109	g32782
ScOZjSD_3553	1401198	1408477	g32783
ScOZjSD_3553	1408945	1469111	g32784
ScOZjSD_3553	1473660	1508523	g32785
ScOZjSD_3553	1512257	1514648	g32786
ScOZjSD_3553	1515824	1532749	g32787
ScOZjSD_3553	1544331	1560399	g32788
ScOZjSD_3553	1586986	1636141	g32789
ScOZjSD_3553	1673745	1674122	g32790
ScOZjSD_3553	1700085	1717514	g32791
ScOZjSD_3553	1729032	1785612	g32792
ScOZjSD_3553	1787762	1813566	g32793
ScOZjSD_3553	1817397	1864801	g32794
ScOZjSD_3553	1868132	1925262	g32795
ScOZjSD_3553	1954751	1954966	g32796
ScOZjSD_3553	1957227	1958348	g32797
ScOZjSD_3553	2048123	2051230	g32798
ScOZjSD_3553	2053558	2108983	g32799
ScOZjSD_3553	2112844	2117451	g32800
ScOZjSD_3553	2125765	2140632	g32801
ScOZjSD_3553	2149487	2189022	g32802
ScOZjSD_3553	2252887	2323895	g32803
ScOZjSD_3553	2363773	2365564	g32804
ScOZjSD_3553	2372354	2487089	g32805
ScOZjSD_3553	2545492	2548660	g32806
ScOZjSD_3553	2589056	2602915	g32807
ScOZjSD_3553	2692679	2692909	g32808
ScOZjSD_3553	2699840	2710036	g32809
ScOZjSD_3553	2714524	2734331	g32810
ScOZjSD_3553	2768246	2834131	g32811
ScOZjSD_3553	2856512	2857363	g32812
ScOZjSD_3553	2862293	2892367	g32813
ScOZjSD_3553	2900811	2971729	g32814
ScOZjSD_3553	2976691	2985756	g32815
ScOZjSD_3553	2990311	3049073	g32816
ScOZjSD_3553	3071902	3122497	g32817
ScOZjSD_3553	3131617	3184581	g32818
ScOZjSD_3553	3280169	3370205	g32819
ScOZjSD_3553	3415739	3446899	g32820
ScOZjSD_3553	3465608	3581116	g32821
ScOZjSD_3553	3585846	3590082	g32822
ScOZjSD_3553	3603740	3629382	g32823
ScOZjSD_3553	3642089	3647642	g32824
ScOZjSD_3553	3650947	3678857	g32825
ScOZjSD_3553	3681791	3688174	g32826
ScOZjSD_3553	3690149	3702540	g32827
ScOZjSD_3553	3713396	3736962	g32828
ScOZjSD_3553	3760866	3761858	g32829
ScOZjSD_3553	3780527	3786800	g32830
ScOZjSD_3553	3787916	3804299	g32831
ScOZjSD_3553	3810634	3825150	g32832
ScOZjSD_3553	3828469	3835027	g32833
ScOZjSD_3553	3879749	3883175	g32834
ScOZjSD_3553	3907562	3926927	g32835
ScOZjSD_3553	3927119	3947201	g32836
ScOZjSD_3553	4002437	4013194	g32837
ScOZjSD_3553	4044375	4045217	g32838
ScOZjSD_3553	4056841	4068228	g32839
ScOZjSD_3553	4078060	4082575	g32840
ScOZjSD_3553	4106488	4112283	g32841
ScOZjSD_3553	4135076	4144482	g32842
ScOZjSD_3553	4172070	4221318	g32843
ScOZjSD_3553	4236577	4252835	g32844
ScOZjSD_3553	4291826	4292668	g32845
ScOZjSD_3553	4310237	4363513	g32846
ScOZjSD_3553	4366305	4385729	g32847
ScOZjSD_3553	4395047	4410136	g32848
ScOZjSD_3553	4465596	4473634	g32849
ScOZjSD_3553	4474825	4475196	g32850
ScOZjSD_3553	4489321	4540490	g32851
ScOZjSD_3553	4557211	4591409	g32852
ScOZjSD_3553	4592880	4605090	g32853
ScOZjSD_3553	4608858	4616896	g32854
ScOZjSD_3553	4622392	4629432	g32855
ScOZjSD_3553	4634573	4643766	g32856
ScOZjSD_3553	4650521	4653927	g32857
ScOZjSD_3553	4663222	4668649	g32858
ScOZjSD_3553	4668980	4690388	g32859
ScOZjSD_3553	4697218	4815325	g32860
ScOZjSD_3553	4819501	4857437	g32861
ScOZjSD_3553	4876112	4881413	g32862
ScOZjSD_3553	4895365	4981738	g32863
ScOZjSD_3553	4984102	5012827	g32864
ScOZjSD_3553	5040918	5120901	g32865
ScOZjSD_3553	5227663	5229978	g32866
ScOZjSD_3553	5285550	5337444	g32867
ScOZjSD_3553	5349897	5363363	g32868
ScOZjSD_3553	5375802	5420191	g32869
ScOZjSD_3553	5464765	5540945	g32870
ScOZjSD_3553	5563786	5591168	g32871
ScOZjSD_3553	5630949	5636034	g32872
ScOZjSD_3553	5639189	5642518	g32873
ScOZjSD_3553	5644592	5654475	g32874
ScOZjSD_3553	5696218	5741357	g32875
ScOZjSD_3553	5765357	5856600	g32876
ScOZjSD_3553	5888225	5890946	g32877
ScOZjSD_3553	5895504	5914803	g32878
ScOZjSD_3553	5917457	5923251	g32879
ScOZjSD_3553	5941312	5966051	g32880
ScOZjSD_3553	5970140	5982148	g32881
ScOZjSD_3553	5987910	6010675	g32882
ScOZjSD_3553	6019322	6042340	g32883
ScOZjSD_3553	6055369	6069565	g32884
ScOZjSD_3553	6121374	6121820	g32885
ScOZjSD_3553	6125735	6162605	g32886
ScOZjSD_3553	6176768	6191967	g32887
ScOZjSD_3553	6199470	6226127	g32888
ScOZjSD_3553	6227710	6264354	g32889
ScOZjSD_3553	6277955	6290911	g32890
ScOZjSD_3553	6302898	6329263	g32891
ScOZjSD_3553	6331280	6387954	g32892
ScOZjSD_3553	6393813	6429897	g32893
ScOZjSD_3553	6438859	6562390	g32894
ScOZjSD_3553	6563616	6587132	g32895
ScOZjSD_3553	6594493	6596178	g32896
ScOZjSD_3553	6601258	6601557	g32897
ScOZjSD_3553	6604559	6614802	g32898
ScOZjSD_3553	6633251	6638692	g32899
ScOZjSD_3553	6640591	6718157	g32900
ScOZjSD_3553	6763086	6796057	g32901
ScOZjSD_3553	6798164	6801429	g32902
ScOZjSD_3553	6804892	6845131	g32903
ScOZjSD_3553	6863210	6903941	g32904
ScOZjSD_3553	6926684	6935615	g32905
ScOZjSD_3553	6941756	6968035	g32906
ScOZjSD_3553	6972710	6988863	g32907
ScOZjSD_3553	6989223	7110204	g32908
ScOZjSD_3553	7114244	7114612	g32909
ScOZjSD_3553	7114702	7116376	g32910
ScOZjSD_3553	7116473	7169611	g32911
ScOZjSD_3553	7191848	7194077	g32912
ScOZjSD_3553	7195909	7198618	g32913
ScOZjSD_3553	7211948	7255552	g32914
ScOZjSD_3553	7261388	7269597	g32915
ScOZjSD_3553	7271230	7308840	g32916
ScOZjSD_3553	7337659	7373685	g32917
ScOZjSD_3553	7452477	7500826	g32918
ScOZjSD_3553	7540149	7544366	g32919
ScOZjSD_3553	7592394	7609490	g32920
ScOZjSD_3553	7683050	7757491	g32921
ScOZjSD_3553	7890461	7941465	g32922
ScOZjSD_3553	8024799	8128284	g32923
ScOZjSD_3553	8129126	8148608	g32924
ScOZjSD_3553	8155083	8161534	g32925
ScOZjSD_3553	8167098	8226398	g32926
ScOZjSD_3553	8268890	8282483	g32927
ScOZjSD_3553	8283979	8306698	g32928
ScOZjSD_3553	8306989	8313302	g32929
ScOZjSD_3553	8334507	8342551	g32930
ScOZjSD_3553	8344092	8344673	g32931
ScOZjSD_3553	8352850	8353380	g32932
ScOZjSD_3553	8381198	8399511	g32933
ScOZjSD_3553	8424674	8441952	g32934
ScOZjSD_3553	8484363	8487070	g32935
ScOZjSD_3553	8501924	8505114	g32936
ScOZjSD_3553	8560942	8580333	g32937
ScOZjSD_3553	8602632	8605199	g32938
ScOZjSD_3553	8610024	8623293	g32939
ScOZjSD_3553	8631946	8634666	g32940
ScOZjSD_3553	8655110	8656508	g32941
ScOZjSD_3553	8662739	8679714	g32942
ScOZjSD_3553	8692905	8736088	g32943
ScOZjSD_3553	8742902	8765508	g32944
ScOZjSD_3553	8766332	8776871	g32945
ScOZjSD_3553	8808989	8833276	g32946
ScOZjSD_3553	8871606	8938344	g32947
ScOZjSD_3553	8939027	8951261	g32948
ScOZjSD_3553	8969746	9155556	g32949
ScOZjSD_3553	9176742	9207629	g32950
ScOZjSD_3553	9230712	9275494	g32951
ScOZjSD_3553	9299742	9308262	g32952
ScOZjSD_3553	9318268	9338501	g32953
ScOZjSD_3553	9347555	9375820	g32954
ScOZjSD_3553	9380813	9385839	g32955
ScOZjSD_3553	9394088	9408676	g32956
ScOZjSD_3553	9420852	9438633	g32957
ScOZjSD_3553	9444315	9476291	g32958
ScOZjSD_3553	9476629	9487720	g32959
ScOZjSD_3553	9495765	9536414	g32960
ScOZjSD_3553	9559310	9563919	g32961
ScOZjSD_3553	9564420	9568037	g32962
ScOZjSD_3553	9572138	9577482	g32963
ScOZjSD_3553	9605818	9633243	g32964
ScOZjSD_3553	9654256	9762573	g32965
ScOZjSD_3553	9837398	9843821	g32966
ScOZjSD_3553	9850776	9887954	g32967
ScOZjSD_3553	9890627	9894928	g32968
ScOZjSD_3553	9903753	9956835	g32969
ScOZjSD_3553	9958418	9985220	g32970
ScOZjSD_3553	9988395	10013869	g32971
ScOZjSD_3553	10015671	10026004	g32972
ScOZjSD_3553	10034235	10084873	g32973
ScOZjSD_3553	10136603	10137198	g32974
ScOZjSD_3553	10137243	10137485	g32975
ScOZjSD_3553	10231945	10244747	g32976
ScOZjSD_3553	10302834	10325726	g32977
ScOZjSD_3553	10334591	10410289	g32978
ScOZjSD_3553	10430565	10478343	g32979
ScOZjSD_3553	10491329	10497311	g32980
ScOZjSD_3553	10507929	10583717	g32981
ScOZjSD_3553	10593708	10650413	g32982
ScOZjSD_3553	10686777	10687426	g32983
ScOZjSD_3553	10688333	10814176	g32984
ScOZjSD_3553	10822525	10829797	g32985
ScOZjSD_3553	10834429	10882037	g32986
ScOZjSD_3553	10887114	10940417	g32987
ScOZjSD_3553	10943865	11006033	g32988
ScOZjSD_3553	11009309	11021521	g32989
ScOZjSD_3553	11073943	11095263	g32990
ScOZjSD_3553	11099319	11124312	g32991
ScOZjSD_3553	11144444	11165943	g32992
ScOZjSD_3553	11237777	11241590	g32993
ScOZjSD_3553	11251504	11261031	g32994
ScOZjSD_3553	11336577	11350817	g32995
ScOZjSD_3553	11381871	11433803	g32996
ScOZjSD_3553	11435085	11460287	g32997
ScOZjSD_3553	11465124	11486525	g32998
ScOZjSD_3553	11497188	11518762	g32999
ScOZjSD_3553	11536473	11552997	g33000
ScOZjSD_3553	11591717	11630598	g33001
ScOZjSD_3553	11765334	11852749	g33002
ScOZjSD_3553	11854644	11862800	g33003
ScOZjSD_3553	11864127	11977468	g33004
ScOZjSD_3553	11983162	11994342	g33005
ScOZjSD_3553	12164710	12164973	g33006
ScOZjSD_3553	12208954	12211288	g33007
ScOZjSD_3553	12232887	12245783	g33008
ScOZjSD_3553	12256203	12270559	g33009
ScOZjSD_3553	12310918	12320280	g33010
ScOZjSD_3553	12321763	12410396	g33011
ScOZjSD_3553	12446077	12446415	g33012
ScOZjSD_3553	12453525	12502812	g33013
ScOZjSD_3553	12508028	12515511	g33014
ScOZjSD_3553	12538673	12581385	g33015
ScOZjSD_3553	12609501	12618540	g33016
ScOZjSD_3553	12644266	12644610	g33017
ScOZjSD_3553	12649607	12661882	g33018
ScOZjSD_3553	12664713	12715402	g33019
ScOZjSD_3553	12721743	12803798	g33020
ScOZjSD_3553	12903304	12903744	g33021
ScOZjSD_3553	12929373	12981923	g33022
ScOZjSD_3553	13004571	13037406	g33023
ScOZjSD_3553	13185322	13207191	g33024
ScOZjSD_3553	13219757	13226481	g33025
ScOZjSD_3553	13276575	13321135	g33026
ScOZjSD_3553	13323463	13328945	g33027
ScOZjSD_3553	13331799	13335591	g33028
ScOZjSD_3553	13347409	13354230	g33029
ScOZjSD_3553	13358835	13365981	g33030
ScOZjSD_3553	13366243	13375876	g33031
ScOZjSD_3553	13376930	13401961	g33032
ScOZjSD_3553	13412526	13452861	g33033
ScOZjSD_3553	13458172	13458444	g33034
ScOZjSD_3553	13462875	13490813	g33035
ScOZjSD_3553	13497843	13501866	g33036
ScOZjSD_3553	13518945	13610107	g33037
ScOZjSD_3553	13616685	13621371	g33038
ScOZjSD_3553	13624073	13625907	g33039
ScOZjSD_3553	13633918	13639781	g33040
ScOZjSD_3553	13645638	13664631	g33041
ScOZjSD_3553	13665888	13673473	g33042
ScOZjSD_3553	13679866	13718085	g33043
ScOZjSD_3553	13718895	13729767	g33044
ScOZjSD_3553	13730522	13730773	g33045
ScOZjSD_3553	13735759	13761052	g33046
ScOZjSD_3553	13772033	13772254	g33047
ScOZjSD_3553	13781820	13797554	g33048
ScOZjSD_3553	13810277	13895631	g33049
ScOZjSD_3553	13896006	13899599	g33050
ScOZjSD_3553	13929188	13935382	g33051
ScOZjSD_3553	13942596	13948549	g33052
ScOZjSD_3553	13957312	13989195	g33053
ScOZjSD_3553	14004409	14101092	g33054
ScOZjSD_3553	14128883	14134367	g33055
ScOZjSD_3553	14191515	14209910	g33056
ScOZjSD_3553	14306411	14327446	g33057
ScOZjSD_3553	14343603	14446331	g33058
ScOZjSD_3553	14468879	14483902	g33059
ScOZjSD_3553	14536606	14589827	g33060
ScOZjSD_3553	14626455	14630655	g33061
ScOZjSD_3553	14632767	14636507	g33062
ScOZjSD_3553	14671724	14672718	g33063
ScOZjSD_3553	14672819	14686299	g33064
ScOZjSD_3553	14730679	14758116	g33065
ScOZjSD_3553	14788040	14817780	g33066
ScOZjSD_3553	14867635	14898164	g33067
ScOZjSD_3553	14923961	14931354	g33068
ScOZjSD_3553	14933107	14963755	g33069
ScOZjSD_3553	14964989	14972642	g33070
ScOZjSD_3553	14978398	15000463	g33071
ScOZjSD_3553	15033086	15034537	g33072
ScOZjSD_3553	15045867	15094847	g33073
ScOZjSD_3553	15173507	15175817	g33074
ScOZjSD_3553	15176470	15188965	g33075
ScOZjSD_3553	15192110	15222274	g33076
ScOZjSD_3553	15231876	15241600	g33077
ScOZjSD_3553	15244962	15266619	g33078
ScOZjSD_3553	15277624	15298547	g33079
ScOZjSD_3553	15301656	15326152	g33080
ScOZjSD_3553	15355283	15367661	g33081
ScOZjSD_3553	15369262	15371900	g33082
ScOZjSD_3553	15385918	15389885	g33083
ScOZjSD_3553	15399083	15406881	g33084
ScOZjSD_3553	15425937	15466016	g33085
ScOZjSD_3553	15467814	15477982	g33086
ScOZjSD_3553	15483919	15583912	g33087
ScOZjSD_3553	15606999	15653081	g33088
ScOZjSD_3553	15714830	15717317	g33089
ScOZjSD_3553	15772087	15819642	g33090
ScOZjSD_3553	15850324	15851457	g33091
ScOZjSD_3553	15855199	15861956	g33092
ScOZjSD_3553	15873937	15960497	g33093
ScOZjSD_3553	15966676	15975394	g33094
ScOZjSD_3553	15997631	15998754	g33095
ScOZjSD_3553	16009581	16029916	g33096
ScOZjSD_3553	16033274	16033627	g33097
ScOZjSD_3553	16034320	16058255	g33098
ScOZjSD_3553	16060088	16095966	g33099
ScOZjSD_3553	16122619	16123295	g33100
ScOZjSD_3553	16125554	16141767	g33101
ScOZjSD_3553	16144380	16179166	g33102
ScOZjSD_3553	16224613	16230393	g33103
ScOZjSD_3553	16235214	16240297	g33104
ScOZjSD_3553	16243941	16299668	g33105
ScOZjSD_3553	16312619	16324745	g33106
ScOZjSD_3553	16376170	16377165	g33107
ScOZjSD_3553	16379860	16411725	g33108
ScOZjSD_3553	16416024	16519341	g33109
ScOZjSD_3553	16535408	16548168	g33110
ScOZjSD_3553	16561422	16611772	g33111
ScOZjSD_3553	16665157	16690547	g33112
ScOZjSD_3553	16692111	16720458	g33113
ScOZjSD_3553	16729702	16732169	g33114
ScOZjSD_3553	16737525	16747403	g33115
ScOZjSD_3553	16753426	16778797	g33116
ScOZjSD_3553	16779604	16790530	g33117
ScOZjSD_3553	16811031	16816193	g33118
ScOZjSD_3553	16817443	16818114	g33119
ScOZjSD_3553	16830083	16861262	g33120
ScOZjSD_3553	16862800	16867598	g33121
ScOZjSD_3553	16868809	16888059	g33122
ScOZjSD_3553	16896659	16914792	g33123
ScOZjSD_3553	16918814	16920637	g33124
ScOZjSD_3553	16924868	16931307	g33125
ScOZjSD_3553	16933970	16951915	g33126
ScOZjSD_3553	16962981	16967437	g33127
ScOZjSD_3553	16971164	16981578	g33128
ScOZjSD_3553	16983289	16986115	g33129
ScOZjSD_3553	16989829	16990656	g33130
ScOZjSD_3553	16992707	17004729	g33131
ScOZjSD_3553	17004958	17007703	g33132
ScOZjSD_3553	17008446	17021382	g33133
ScOZjSD_3553	17029938	17051045	g33134
