id_arv	id_mouse	eval
g25990	O1002	1.18e-33
g25990	O1009	4.06e-94
g25990	O1009	9.58e-84
g25990	O1009	7.71e-36
g25990	O1009	1.17e-32
g25991	O1038	4.79e-138
g25991	O1044	2.03e-129
g25991	O1019	4.34e-118
g25991	O1020	4.63e-117
g25991	O1030	2.83e-116
g25991	OL154	1.57e-110
g25991	O1002	7.79e-110
g25991	O1052	2.09e-108
g25992	O1038	7.98e-136
g25992	O1044	6.57e-122
g25992	O1020	6.93e-115
g25992	O1030	1.44e-114
g25992	O1019	6.73e-113
g25992	OL154	3.47e-109
g25992	O1002	9.46e-109
g25992	O1009	1.22e-106
g25993	O1038	4.35e-142
g25993	O1044	4.15e-127
g25993	O1020	1.22e-120
g25993	O1030	2.00e-117
g25993	O1019	1.44e-115
g25993	OL154	1.29e-113
g25993	O1002	3.64e-113
g25993	O1052	2.75e-111
g25994	O1038	1.40e-134
g25994	O1044	7.60e-129
g25994	O1030	1.33e-118
g25994	O1020	7.40e-116
g25994	O1019	2.58e-115
g25994	O1052	4.55e-111
g25994	OL154	4.58e-103
g25994	OL481	4.99e-103
g25995	O1038	3.34e-138
g25995	O1044	3.03e-126
g25995	O1020	3.58e-122
g25995	O1019	4.99e-120
g25995	O1030	7.65e-116
g25995	O1052	1.63e-111
g25995	OL154	4.18e-110
g25995	O1002	5.19e-109
g25996	O1038	4.01e-128
g25996	O1044	6.23e-119
g25996	O1030	1.18e-107
g25996	O1020	2.11e-106
g25996	O1019	5.20e-105
g25996	O1052	2.49e-99
g25996	OL154	3.87e-98
g25996	O1002	4.37e-98
g25997	O1086	3.34e-150
g25997	O1102	1.93e-129
g25997	OL141	4.09e-119
g25997	O1094	1.72e-115
g25997	O1020	9.28e-85
g25997	O1044	3.67e-83
g25997	O1019	2.59e-80
g25997	O1038	6.01e-79
g25998	O1038	1.22e-101
g25998	O1038	3.13e-85
g25998	O1044	4.12e-90
g25998	O1044	4.66e-77
g25998	O1030	2.45e-87
g25998	O1030	5.22e-71
g25998	O1019	6.76e-83
g25998	O1019	4.27e-68
g25998	O1020	2.07e-81
g25998	O1020	1.68e-71
g25998	OL154	9.29e-79
g25998	OL154	4.56e-67
g25998	O1002	1.12e-76
g25998	O1002	2.28e-66
g25998	OL151	1.60e-76
g25998	OL151	9.19e-63
g25999	O1102	0.0
g25999	O1094	2.02e-176
g25999	O1086	6.16e-170
g25999	OL141	5.66e-163
g25999	O1020	7.46e-125
g25999	O1019	9.39e-119
g25999	O1044	1.24e-116
g25999	O1052	1.40e-115
g26000	O1094	5.29e-90
g26000	O1102	2.94e-86
g26000	O1020	1.32e-84
g26000	OL154	8.19e-83
g26000	OL141	1.77e-82
g26000	O1019	2.04e-82
g26000	O1009	3.17e-82
g26000	O1086	2.28e-81
g26001	O1019	1.34e-111
g26001	O1019	1.89e-104
g26001	O1038	1.06e-108
g26001	O1038	1.56e-105
g26001	O1020	6.46e-108
g26001	O1020	4.81e-104
g26001	O1052	1.11e-104
g26001	O1052	1.35e-101
g26001	O1044	3.74e-104
g26001	O1044	3.95e-104
g26001	O1002	1.66e-103
g26001	O1002	3.59e-101
g26001	OL998	1.84e-103
g26001	OL998	2.75e-102
g26001	OL154	4.90e-103
g26001	OL154	2.70e-102
g26002	O1019	9.50e-119
g26002	O1038	7.72e-114
g26002	O1020	4.40e-110
g26002	O1052	2.32e-108
g26002	O1044	8.70e-108
g26002	OL998	7.21e-107
g26002	OL154	1.02e-106
g26002	O1002	9.89e-106
g26003	O1019	2.88e-108
g26003	O1019	1.10e-58
g26003	O1038	1.09e-107
g26003	O1038	2.37e-55
g26003	O1020	1.18e-106
g26003	O1020	3.94e-58
g26003	OL141	1.20e-104
g26003	OL141	6.08e-90
g26003	O1052	7.50e-104
g26003	O1052	1.46e-51
g26003	O1044	8.46e-104
g26003	O1044	1.22e-51
g26003	O1102	4.54e-100
g26003	O1102	3.02e-87
g26003	OL154	1.55e-99
g26003	OL154	3.31e-50
g26004	O1009	3.24e-76
g26004	O1038	8.21e-76
g26004	OL151	1.42e-74
g26004	OL998	1.65e-74
g26004	O1102	1.83e-73
g26004	O1020	1.76e-72
g26004	O1019	4.47e-72
g26004	O1086	6.04e-72
g26005	OL151	2.77e-29
g26005	O1009	9.04e-29
g26005	OL150	1.56e-28
g26005	O1444	2.16e-28
g26005	O1020	2.32e-28
g26005	OLF12	2.70e-28
g26005	O1094	3.76e-28
g26005	OL998	8.96e-28
g26006	O1044	3.19e-113
g26006	O1020	4.20e-113
g26006	O1038	5.65e-113
g26006	O1019	2.33e-109
g26006	O1052	4.56e-106
g26006	O1102	2.76e-104
g26006	O1030	1.74e-103
g26006	OL998	3.48e-103
g26007	O1086	4.40e-168
g26007	OL141	1.46e-164
g26007	O1102	3.53e-162
g26007	O1094	2.77e-157
g26007	O1020	5.72e-128
g26007	O1019	9.76e-123
g26007	O1052	1.30e-119
g26007	O1002	3.83e-115
g26008	O1020	3.05e-117
g26008	O1019	1.22e-112
g26008	O1038	1.23e-111
g26008	O1044	4.23e-107
g26008	O1052	1.88e-106
g26008	OL154	3.43e-105
g26008	O1009	1.85e-104
g26008	OL151	5.50e-104
g26009	O1038	1.71e-116
g26009	O1044	1.86e-116
g26009	O1019	3.69e-114
g26009	O1009	6.75e-114
g26009	O1030	2.25e-113
g26009	O1020	1.33e-111
g26009	OL151	5.39e-109
g26009	O1052	2.65e-106
g26010	O1052	3.07e-111
g26010	OL484	1.21e-80
g26010	O1019	1.94e-79
g26010	OL493	7.42e-79
g26010	OL482	9.59e-78
g26010	O1102	4.11e-77
g26010	O1009	9.22e-77
g26010	O1020	1.03e-76
g26011	O1052	2.67e-127
g26011	O1009	4.19e-110
g26011	O1019	7.48e-105
g26011	O1020	1.03e-103
g26011	O1038	1.26e-102
g26011	O1102	1.00e-101
g26011	O1094	9.66e-100
g26011	O1002	2.53e-99
g26012	O1019	4.20e-130
g26012	O1020	1.78e-125
g26012	O1102	7.98e-115
g26012	OL998	3.40e-114
g26012	O1038	5.29e-114
g26012	O1002	7.99e-114
g26012	OL154	8.88e-113
g26012	O1009	9.44e-113
g26014	OL998	8.34e-62
g26014	OLF56	5.46e-61
g26014	O1020	1.60e-60
g26014	O1044	7.44e-60
g26014	O1440	3.44e-59
g26014	O1009	3.98e-59
g26014	OL482	5.67e-59
g26014	OL486	6.27e-59
g26015	OLF6	7.81e-64
g26015	O1440	1.20e-62
g26015	OLF12	1.72e-61
g26015	OLF15	4.47e-61
g26015	OLF10	1.56e-60
g26015	OLF1	1.61e-60
g26015	OLF5	1.73e-60
g26015	OLF56	1.78e-60
g26016	OLF15	1.76e-67
g26016	OLF56	4.19e-67
g26016	OLF12	1.19e-65
g26016	OLF11	8.74e-64
g26016	O1019	7.56e-63
g26016	O1440	7.90e-63
g26016	O1052	2.38e-61
g26016	OLF6	2.63e-61
g26017	OL998	1.15e-72
g26017	O1019	2.83e-71
g26017	OLF15	4.12e-71
g26017	O1020	6.24e-70
g26017	OLF11	9.44e-70
g26017	O1440	3.68e-69
g26017	OL141	6.67e-69
g26017	OL491	1.32e-68
g26018	OLF15	1.04e-95
g26018	OLF15	1.03e-26
g26018	OLF11	1.51e-95
g26018	OLF11	8.83e-25
g26018	O1020	6.35e-94
g26018	O1020	6.01e-28
g26018	O1019	3.38e-92
g26018	O1019	1.37e-24
g26018	OL998	1.41e-90
g26018	OL998	8.96e-29
g26018	O1440	4.73e-90
g26018	O1440	7.10e-21
g26018	OLF9	1.75e-89
g26018	OLF9	1.12e-23
g26018	O1038	1.24e-88
g26018	O1038	4.27e-23
g26019	O1020	1.08e-96
g26019	O1440	9.16e-95
g26019	OLF15	2.05e-94
g26019	OLF10	7.04e-93
g26019	OLF11	2.04e-92
g26019	OLF9	2.65e-92
g26019	O1030	3.11e-92
g26019	O1019	1.03e-91
g26020	OLF15	3.84e-67
g26020	OLF10	1.11e-65
g26020	O1440	2.37e-65
g26020	O1020	4.41e-65
g26020	OLF56	5.15e-64
g26020	OL146	1.14e-63
g26020	O1044	1.90e-63
g26020	O1019	2.40e-63
g26021	O1020	3.85e-91
g26021	O1020	2.63e-43
g26021	O1440	7.97e-90
g26021	O1440	4.28e-43
g26021	OLF6	1.39e-86
g26021	OLF6	1.20e-46
g26021	OLF19	4.86e-86
g26021	OLF19	2.86e-45
g26021	OLF15	2.19e-85
g26021	OLF15	4.06e-44
g26021	O1030	1.16e-84
g26021	O1030	2.96e-38
g26021	OLF11	1.55e-84
g26021	OLF11	4.74e-46
g26021	O1019	2.55e-84
g26021	O1019	2.64e-45
g26022	OLF15	7.79e-97
g26022	OLF10	6.88e-96
g26022	O1020	1.50e-95
g26022	OLF9	1.22e-93
g26022	OLF11	1.57e-93
g26022	O1019	1.76e-92
g26022	O1102	7.98e-92
g26022	OLF19	3.31e-91
g26023	O1020	3.46e-124
g26023	O1019	7.04e-124
g26023	O1086	6.65e-120
g26023	O1102	5.27e-117
g26023	O1038	5.61e-114
g26023	OL141	5.95e-113
g26023	O1052	1.66e-112
g26023	O1044	2.25e-110
g26024	O1019	7.58e-133
g26024	O1020	6.56e-128
g26024	OL998	3.46e-119
g26024	O1102	3.74e-119
g26024	O1086	7.25e-118
g26024	O1044	2.56e-116
g26024	O1038	1.12e-115
g26024	O1052	2.05e-115
g26025	O1020	3.32e-132
g26025	O1019	3.00e-129
g26025	O1052	6.00e-125
g26025	O1038	3.06e-123
g26025	O1044	8.03e-123
g26025	O1009	1.27e-122
g26025	OL998	3.59e-121
g26025	O1086	8.49e-119
g26026	O1019	4.52e-119
g26026	O1019	9.38e-26
g26026	O1086	1.91e-109
g26026	O1086	1.23e-26
g26026	O1020	7.09e-109
g26026	O1020	1.57e-28
g26026	O1052	4.48e-108
g26026	O1052	3.58e-23
g26026	O1102	3.40e-106
g26026	O1102	5.45e-24
g26026	OL998	2.01e-105
g26026	OL998	7.58e-29
g26026	O1044	3.77e-105
g26026	O1044	4.52e-22
g26026	O1002	1.16e-104
g26026	O1002	2.20e-24
g26027	O1019	1.56e-123
g26027	O1019	1.28e-80
g26027	O1020	5.97e-117
g26027	O1020	1.00e-81
g26027	O1086	1.13e-113
g26027	O1086	2.97e-80
g26027	O1102	1.48e-108
g26027	O1102	3.84e-85
g26027	O1044	4.87e-108
g26027	O1044	4.40e-68
g26027	O1052	1.12e-105
g26027	O1052	3.67e-82
g26027	O1002	3.43e-105
g26027	O1002	1.16e-79
g26027	O1038	1.85e-104
g26027	O1038	1.15e-74
g26028	O1019	1.10e-115
g26028	O1019	8.59e-79
g26028	O1019	2.69e-58
g26028	O1020	4.60e-115
g26028	O1020	2.23e-82
g26028	O1020	7.93e-59
g26028	O1038	1.92e-107
g26028	O1038	7.98e-80
g26028	O1038	5.66e-58
g26028	O1044	8.90e-105
g26028	O1044	2.02e-80
g26028	O1044	5.31e-58
g26028	O1102	3.57e-104
g26028	O1102	2.10e-77
g26028	O1102	1.19e-53
g26028	O1052	2.33e-103
g26028	O1052	1.09e-75
g26028	O1052	2.60e-58
g26028	OL998	4.70e-103
g26028	OL998	8.82e-77
g26028	OL998	9.64e-58
g26028	O1086	7.65e-103
g26028	O1086	8.96e-76
g26028	O1086	3.85e-53
g26029	O1044	3.65e-118
g26029	O1019	2.89e-113
g26029	O1020	2.98e-113
g26029	O1052	2.18e-111
g26029	O1002	4.62e-108
g26029	O1038	7.38e-108
g26029	O1009	2.47e-107
g26029	O1030	2.67e-107
g26030	O1019	1.03e-111
g26030	O1030	5.22e-111
g26030	O1044	1.39e-110
g26030	O1020	1.04e-109
g26030	O1002	6.91e-108
g26030	O1038	3.04e-107
g26030	O1009	9.54e-107
g26030	O1052	2.87e-106
g26031	O1052	1.91e-116
g26031	O1020	2.46e-113
g26031	O1038	1.50e-109
g26031	O1044	8.27e-108
g26031	O1440	1.02e-104
g26031	O1030	3.04e-104
g26031	O1009	2.95e-102
g26031	O1019	3.35e-102
g26032	O1052	1.67e-115
g26032	O1020	1.51e-108
g26032	O1038	1.18e-107
g26032	O1440	3.71e-107
g26032	O1044	2.11e-104
g26032	O1019	3.58e-103
g26032	O1030	7.20e-103
g26032	O1009	2.31e-102
g26033	O1052	3.80e-121
g26033	O1020	3.26e-114
g26033	O1038	2.62e-112
g26033	O1440	5.91e-109
g26033	O1002	4.30e-107
g26033	O1044	6.49e-107
g26033	O1030	2.51e-106
g26033	O1019	4.66e-106
g26034	O1030	1.69e-104
g26034	O1052	7.95e-104
g26034	O1038	4.53e-102
g26034	O1020	1.18e-101
g26034	O1019	2.08e-101
g26034	O1440	2.38e-99
g26034	O1086	2.50e-96
g26034	O1002	1.20e-95
g26035	O1038	4.41e-98
g26035	O1052	4.55e-96
g26035	O1020	6.36e-96
g26035	OL998	4.77e-90
g26035	O1030	1.36e-89
g26035	O1019	7.23e-88
g26035	O1440	7.44e-88
g26035	O1002	2.32e-87
g26036	O1020	2.31e-103
g26036	O1052	6.89e-102
g26036	O1030	2.30e-100
g26036	O1440	3.02e-96
g26036	OL508	5.38e-96
g26036	O1038	7.29e-96
g26036	OL484	1.16e-95
g26036	OL492	2.21e-95
g26038	O1020	1.02e-49
g26038	O1019	1.07e-48
g26038	OL484	7.95e-48
g26038	OL998	1.02e-47
g26038	O1038	1.46e-47
g26038	OL478	2.21e-47
g26038	OL482	2.37e-47
g26038	OL490	1.01e-46
g26039	O1052	1.40e-97
g26039	O1038	4.84e-95
g26039	O1030	1.16e-94
g26039	OL484	7.74e-94
g26039	O1044	8.95e-94
g26039	O1020	6.06e-93
g26039	OL482	1.56e-92
g26039	OL493	1.62e-91
g26040	O1020	6.77e-108
g26040	O1038	2.81e-104
g26040	O1044	2.44e-102
g26040	O1052	2.93e-100
g26040	O1086	4.19e-98
g26040	O1030	5.21e-98
g26040	O1019	5.07e-96
g26040	O1537	6.10e-96
g26041	OL140	1.56e-105
g26041	OL142	1.39e-104
g26041	O1509	1.82e-96
g26041	O1020	2.68e-75
g26041	O1009	1.38e-74
g26041	OL154	2.06e-74
g26041	O1038	8.14e-74
g26041	OL484	2.79e-73
g26042	OL140	1.57e-107
g26042	OL142	1.59e-99
g26042	O1509	1.51e-90
g26042	OL151	5.99e-71
g26042	O1019	2.49e-70
g26042	O1020	1.21e-69
g26042	OLF24	4.33e-69
g26042	OL998	8.81e-69
g26043	OL140	1.48e-123
g26043	OL142	8.89e-109
g26043	O1509	3.69e-96
g26043	OL484	5.78e-75
g26043	OL149	6.30e-74
g26043	OL486	8.20e-74
g26043	OL488	1.73e-73
g26043	OL510	3.66e-73
g26044	OL142	1.97e-62
g26044	OL140	5.23e-62
g26044	O1509	2.22e-46
g26044	OL510	1.13e-45
g26044	OLF1	4.41e-44
g26044	OL484	7.17e-44
g26044	OL143	8.10e-44
g26044	OL497	9.34e-44
g26045	OL140	2.22e-107
g26045	OL140	4.13e-25
g26045	OL142	3.96e-89
g26045	OL142	9.57e-28
g26045	O1509	7.74e-88
g26045	O1509	2.63e-18
g26045	OL149	1.05e-65
g26045	OL149	5.91e-15
g26045	OL484	7.15e-63
g26045	OL484	5.10e-15
g26045	O1020	1.66e-62
g26045	O1020	4.87e-16
g26045	OL481	7.53e-62
g26045	OL481	1.60e-15
g26045	OL510	8.77e-62
g26045	OL510	8.95e-15
g26046	OL140	4.79e-134
g26046	OL142	3.70e-123
g26046	O1509	1.04e-115
g26046	OLF24	5.71e-87
g26046	O1020	4.43e-86
g26046	O1038	6.97e-84
g26046	O1019	2.43e-83
g26046	O1086	2.35e-82
g26047	ADHX	4.69e-34
g26047	ADH1	7.38e-31
g26047	ADH7	1.93e-22
g26047	ADH4	6.37e-22
g26048	ADHX	2.07e-37
g26048	ADH7	4.36e-22
g26048	ADH1	1.19e-19
g26048	ADH4	4.97e-16
g26049	OL140	6.03e-108
g26049	OL142	3.09e-103
g26049	O1509	3.19e-98
g26049	OLF10	2.31e-66
g26049	O1019	2.40e-66
g26049	OL469	2.72e-66
g26049	OLF24	3.18e-66
g26049	OL510	3.65e-66
g26050	OL140	1.20e-31
g26050	O1509	4.25e-27
g26050	OL142	1.74e-26
g26050	O1002	2.09e-24
g26050	OL154	2.51e-24
g26050	OL143	1.81e-23
g26050	O1038	3.88e-23
g26050	O1009	5.91e-23
g26051	OL140	2.46e-126
g26051	OL142	1.28e-113
g26051	O1509	6.87e-110
g26051	OLF24	3.01e-83
g26051	O1020	9.09e-80
g26051	O1019	3.45e-79
g26051	OL510	1.48e-78
g26051	OL480	3.50e-78
g26052	LORF2	8.62e-120
g26052	LORF2	1.72e-96
g26053	OL140	4.03e-126
g26053	OL142	2.66e-111
g26053	O1509	2.83e-101
g26053	O1020	1.67e-77
g26053	O1009	8.36e-75
g26053	O1038	2.17e-74
g26053	O1086	2.28e-73
g26053	OLF24	3.69e-73
g26054	OL140	2.24e-73
g26054	OL142	3.71e-64
g26054	O1509	5.62e-63
g26054	OLF24	9.71e-55
g26054	OL510	2.42e-50
g26054	O1019	1.81e-49
g26054	O1038	1.88e-49
g26054	OL478	4.32e-49
g26055	OL140	5.94e-129
g26055	OL142	3.95e-111
g26055	O1509	2.23e-106
g26055	O1020	5.48e-81
g26055	O1038	2.90e-77
g26055	OL488	2.11e-76
g26055	OLF24	8.49e-76
g26055	O1086	9.12e-76
g26056	LORF2	2.67e-10
g26057	LORF1	8.82e-121
g26057	LITD1	1.93e-34
g26057	LITD1	4.56e-09
g26060	SH3B4	0.0
g26063	LORF2	5.39e-55
g26064	ITB8	0.0
g26064	ITB6	2.17e-99
g26064	ITB3	3.02e-91
g26064	ITB5	1.18e-88
g26064	ITB2	8.40e-81
g26064	ITB1	1.35e-80
g26064	ITB7	4.50e-77
g26064	ITB4	1.45e-53
g26065	LORF2	1.10e-43
g26067	ABCB5	3.91e-96
g26067	ABCB5	6.85e-39
g26067	ABCB5	7.57e-21
g26067	ABCB5	5.90e-08
g26067	MDR1A	5.02e-52
g26067	MDR1A	1.61e-43
g26067	MDR1B	1.19e-51
g26067	MDR1B	3.86e-44
g26067	MDR1B	3.03e-07
g26067	MDR3	2.39e-51
g26067	MDR3	2.18e-43
g26067	MDR3	4.57e-06
g26067	ABCBB	2.10e-40
g26067	ABCBB	6.10e-31
g26067	ABCB8	6.17e-39
g26067	ABCBA	1.90e-34
g26067	ABCB6	6.63e-30
g26069	SP8	0.0
g26069	SP9	1.07e-132
g26069	SP7	4.57e-76
g26069	SP6	4.14e-72
g26069	SP4	2.75e-60
g26069	SP3	4.94e-59
g26069	SP5	1.21e-57
g26069	SP1	9.62e-56
g26070	LORF2	5.16e-81
g26070	CFA61	2.18e-13
g26079	SP4	0.0
g26079	SP3	6.65e-41
g26079	SP1	1.40e-25
g26079	SP2	1.15e-08
g26080	SP4	4.19e-171
g26080	SP3	3.90e-80
g26080	SP1	2.43e-79
g26080	SP5	3.71e-66
g26080	SP2	1.50e-64
g26080	SP9	5.63e-58
g26080	SP8	2.23e-57
g26080	SP7	7.69e-53
g26081	DYH17	0.0
g26081	DYH8	6.08e-27
g26081	DYH5	2.41e-22
g26081	DYH2	5.87e-14
g26081	DYH2	2.99e-08
g26082	DYH17	0.0
g26082	DYH2	2.26e-66
g26082	DYH1	2.00e-64
g26082	DYH3	4.57e-62
g26082	DYH12	1.53e-59
g26082	DYH8	1.52e-53
g26082	DYH5	2.91e-50
g26082	DYHC1	4.00e-50
g26083	DYH17	0.0
g26083	DYH17	0.0
g26083	DYH8	0.0
g26083	DYH3	0.0
g26083	DYHC1	0.0
g26083	DYHC2	0.0
g26083	DYH1	0.0
g26083	DYH1	0.0
g26083	DYH2	0.0
g26083	DYH2	0.0
g26083	DYH5	0.0
g26083	DYH5	0.0
g26084	DYH17	2.63e-38
g26084	DYH8	2.97e-09
g26084	DYH1	5.56e-09
g26084	DYH5	2.83e-08
g26084	DYH12	8.96e-08
g26084	DYH3	2.52e-06
g26085	CDA7L	0.0
g26085	CDCA7	3.71e-61
g26085	CDCA7	4.05e-07
g26087	RPGF5	0.0
g26087	RPGF4	6.47e-104
g26087	RPGFL	1.76e-79
g26087	RPGF3	8.28e-53
g26087	RPGF2	3.24e-23
g26087	RGPS1	3.90e-12
g26087	RGPS2	2.81e-10
g26087	RGF1B	4.95e-10
g26089	RPGF5	5.44e-157
g26089	RPGF4	3.54e-27
g26089	RPGF3	9.30e-16
g26089	DPTOR	3.64e-07
g26090	MPCP	3.73e-47
g26090	TSR2	8.86e-23
g26096	PTPR2	0.0
g26096	PTPRN	6.62e-168
g26096	PTPRD	1.27e-47
g26096	PTPRD	2.10e-42
g26096	PTPRK	5.85e-47
g26096	PTPRK	1.00e-28
g26096	PTPRS	1.58e-46
g26096	PTPRS	3.97e-44
g26096	PTPRA	2.37e-46
g26096	PTPRA	9.06e-37
g26096	PTPRM	8.57e-46
g26096	PTPRM	4.38e-25
g26096	PTPRF	1.10e-45
g26096	PTPRF	1.24e-44
g26097	PTPR2	3.86e-38
g26100	PTPR2	8.08e-138
g26100	PTPR2	8.87e-78
g26100	PTPRN	3.36e-08
g26101	PTPR2	1.79e-16
g26103	CNDG2	0.0
g26105	ESYT2	0.0
g26105	ESYT3	0.0
g26105	ESYT1	1.28e-172
g26105	ESYT1	1.41e-65
g26105	CNDG2	9.85e-139
g26105	MCTP2	2.45e-16
g26105	MCTP2	1.13e-10
g26105	MCTP1	6.68e-16
g26105	MCTP1	2.82e-15
g26105	SYT2	7.84e-16
g26105	SYT2	4.54e-10
g26105	SYT1	8.95e-15
g26105	SYT1	5.95e-09
g26106	ESYT2	1.23e-58
g26106	ESYT3	8.36e-11
g26106	ESYT1	1.26e-08
g26107	WDR60	0.0
g26107	WDR60	4.09e-101
g26108	VIPR2	4.05e-54
g26108	VIPR1	1.55e-35
g26108	SCTR	4.19e-31
g26108	PACR	3.65e-28
g26108	GHRHR	3.09e-24
g26108	PTH1R	1.24e-21
g26108	PTH2R	8.59e-18
g26108	GLR	6.78e-16
g26109	VIPR2	4.79e-86
g26109	PACR	1.96e-42
g26109	VIPR1	4.87e-41
g26109	SCTR	1.07e-37
g26109	GLP1R	4.64e-31
g26109	PTH1R	2.11e-30
g26109	PTH2R	1.38e-29
g26109	GLP2R	5.32e-28
g26110	VIPR2	2.51e-52
g26110	GHRHR	1.65e-12
g26110	PACR	5.07e-12
g26110	SCTR	2.69e-09
g26110	VIPR1	6.30e-08
g26111	ZN879	1.20e-109
g26111	ZN879	2.76e-108
g26111	ZN879	8.46e-106
g26111	ZN879	2.40e-104
g26111	ZN879	4.94e-104
g26111	ZFP2	5.23e-107
g26111	ZFP2	1.33e-106
g26111	ZN583	1.34e-106
g26111	ZN583	7.70e-100
g26111	ZN583	2.09e-99
g26111	ZN583	5.93e-90
g26111	ZN583	1.19e-89
g26111	ZN583	4.39e-65
g26111	ZN583	8.66e-09
g26111	Z354B	4.33e-106
g26111	Z354B	2.24e-77
g26111	ZN184	2.52e-105
g26111	ZN184	5.61e-105
g26111	ZN184	1.17e-104
g26111	ZN184	1.29e-104
g26111	ZN184	2.71e-102
g26111	ZN184	3.33e-99
g26111	ZN184	1.96e-93
g26111	ZN184	2.83e-78
g26111	ZN184	1.72e-10
g26111	ZN250	1.17e-104
g26111	ZN250	4.08e-101
g26111	ZN250	6.73e-101
g26111	ZN250	4.16e-08
g26111	ZN271	1.17e-104
g26111	ZN271	3.89e-99
g26111	ZN271	1.76e-96
g26111	ZN271	9.93e-86
g26111	ZN271	6.49e-81
g26111	ZN271	6.03e-44
g26111	Z354C	1.27e-104
g26111	Z354C	1.73e-104
g26111	Z354C	6.61e-90
g26111	Z354C	6.98e-88
g26111	Z354C	2.85e-79
g26111	Z354C	1.38e-10
g26112	HVM32	4.74e-45
g26112	HVM32	4.35e-19
g26112	HVM30	2.50e-44
g26112	HVM30	7.66e-20
g26112	HVM27	3.29e-44
g26112	HVM27	3.85e-19
g26112	HVM28	4.07e-44
g26112	HVM28	3.96e-19
g26112	HVM26	7.98e-44
g26112	HVM26	4.62e-18
g26112	HVM33	2.63e-43
g26112	HVM33	3.79e-19
g26112	HVM34	3.43e-43
g26112	HVM34	1.16e-19
g26112	HVM29	6.75e-43
g26112	HVM29	3.85e-19
g26114	HVM52	2.36e-55
g26114	HVM09	2.63e-55
g26114	HVM06	2.55e-54
g26114	HVM49	1.29e-53
g26114	HVM07	2.90e-53
g26114	HVM04	3.13e-53
g26114	HVM05	1.49e-52
g26114	HVM48	3.00e-52
g26115	HVM06	4.21e-50
g26115	HVM09	5.52e-49
g26115	HVM14	4.47e-48
g26115	HVM07	7.25e-48
g26115	HVM52	9.73e-48
g26115	HVM05	1.85e-46
g26115	HVM02	7.00e-46
g26115	HVM10	8.38e-46
g26117	HVM04	1.64e-62
g26117	HVM09	8.21e-62
g26117	HVM14	1.55e-61
g26117	HVM05	5.07e-61
g26117	HVM06	7.12e-61
g26117	HVM07	9.08e-61
g26117	HVM02	2.43e-59
g26117	HVM49	2.77e-59
g26118	HVM52	1.12e-70
g26118	HVM14	1.60e-66
g26118	HVM05	3.72e-64
g26118	HVM06	7.59e-64
g26118	HVM04	1.03e-63
g26118	HVM02	2.14e-63
g26118	HVM07	1.17e-62
g26118	HVM09	4.11e-62
g26119	HVM06	1.39e-65
g26119	HVM05	2.80e-65
g26119	HVM09	2.48e-64
g26119	HVM07	9.41e-64
g26119	HVM02	1.28e-62
g26119	HVM04	4.20e-62
g26119	HVM49	7.44e-62
g26119	HVM48	9.40e-62
g26120	HVM14	1.64e-57
g26120	HVM52	1.04e-55
g26120	HVM06	4.40e-55
g26120	HVM04	7.13e-55
g26120	HVM05	3.27e-54
g26120	HVM09	7.61e-54
g26120	HVM49	9.57e-53
g26120	HVM07	1.89e-52
g26121	DAXX	0.0
g26122	HVM05	2.95e-61
g26122	HVM04	1.47e-59
g26122	HVM06	3.19e-59
g26122	HVM07	6.21e-58
g26122	HVM52	7.40e-58
g26122	HVM49	3.07e-57
g26122	HVM09	5.42e-57
g26122	HVM02	4.98e-56
g26123	HVM04	1.03e-64
g26123	HVM07	1.17e-64
g26123	HVM09	4.84e-64
g26123	HVM11	1.05e-63
g26123	HVM02	3.32e-63
g26123	HVM49	6.17e-63
g26123	HVM52	6.44e-63
g26123	HVM06	9.05e-63
g26124	HVM06	1.01e-63
g26124	HVM05	3.96e-62
g26124	HVM52	3.80e-59
g26124	HVM02	5.63e-59
g26124	HVM07	2.05e-58
g26124	HVM09	3.02e-58
g26124	HVM04	3.60e-58
g26124	HVM48	1.56e-57
g26125	HVM14	2.15e-66
g26125	HVM52	2.46e-63
g26125	HVM06	1.01e-60
g26125	HVM05	3.65e-60
g26125	HVM09	8.12e-60
g26125	HVM02	3.34e-59
g26125	HVM04	7.04e-59
g26125	HVM49	1.23e-58
g26126	HVM14	2.74e-61
g26126	HVM52	5.35e-60
g26126	HVM05	5.07e-58
g26126	HVM02	5.96e-58
g26126	HVM06	3.89e-56
g26126	HVM04	4.25e-56
g26126	HVM09	5.29e-55
g26126	HVM48	5.30e-54
g26127	HVM04	3.09e-63
g26127	HVM09	3.89e-62
g26127	HVM05	2.77e-61
g26127	HVM06	4.44e-61
g26127	HVM07	6.54e-61
g26127	HVM11	3.95e-60
g26127	HVM14	4.35e-60
g26127	HVM02	5.30e-60
g26128	HVM04	9.90e-50
g26128	HVM05	1.39e-49
g26128	HVM52	4.74e-49
g26128	HVM02	3.84e-48
g26128	HVM07	4.43e-48
g26128	HVM03	8.58e-48
g26128	HVM06	1.25e-47
g26128	HVM09	5.68e-47
g26129	HVM14	1.18e-28
g26129	HVM15	6.80e-25
g26129	HVM52	7.31e-25
g26129	HVM07	2.76e-24
g26129	HVM02	6.52e-24
g26129	HVM09	1.07e-23
g26129	HVM06	1.31e-23
g26129	HVM05	2.05e-23
g26130	HVM36	2.78e-56
